context1	context2	label
marriage was scarcely his [ dish ]	a particular item of prepared food	F
a [ patch ] of bad weather	a small contrasting part of something	F
the professor did n't like his friends to use his formal [ title ]	the status of being a champion	F
the power of its engine determines its [ operation ]	a business especially one run on a large scale	F
the beer had a large [ head ] of foam	a single domestic animal	F
the children were playing [ house ]	a dwelling that serves as living quarters for one or more families	F
the [ base ] of the triangle	installation from which a military force initiates operations	F
he was elected to a [ seat ] in the Senate	any support where you can sit (especially the part of a chair or bench etc. on which you sit)	F
he admired the [ inclusion ] of so many ideas in such a short work	any small intracellular body found within another (characteristic of certain diseases)	F
saw the board across the [ grain ]	a relatively small granular particle of a substance	F
For our anniversary we went back to the same [ spot ] where we first met .	a small contrasting part of something	F
A good [ title ] to an estate , or an imperfect title	an informal right to something	F
his salary was determined by his [ rank ] and seniority	a row or line of people (especially soldiers or police) standing abreast of one another	F
I have a [ run ] in my stocking .	the act of running; traveling on foot at a fast pace	F
He 's packin ' a [ piece ] !	a portion of a natural object	F
there is an [ opening ] in the sales department	an open or empty space in or between things	F
I need to rest for a [ piece ]	an item that is an instance of some type	F
One of the planet 's moons has a slower [ spin ] than the others .	a short drive in a car	F
Why the sad [ face ] ?	the front of the human head from the forehead to the chin and ear to ear	F
the party went with a [ swing ]	a sweeping blow or stroke	F
they were arrayed in [ line ] of battle	a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning	F
he broke into a [ run ]	an unbroken chronological sequence	F
a friend in New Mexico said that the [ order ] caused no trouble out there	established customary state (especially of society)	F
a relief pitcher took over in the [ top ] of the fifth	a garment (especially for women) that extends from the shoulders to the waist or hips	F
the fire - light gave a [ richness ] of coloring to that side of the room	abundant wealth	F
the [ union ] of opposing factions	a political unit formed from previously independent people or organizations	F
he got [ life ] for killing the guard	a characteristic state or mode of living	F
the horse won by a [ neck ]	a narrow part of an artifact that resembles a neck in position or form	F
if I had my [ way ]	any artifact consisting of a road or path affording passage from one place to another	F
In this [ reaction ] , the acid and base will neutralize each other , producing a salt .	a bodily process occurring due to the effect of some antecedent stimulus or agent	F
the [ body ] of the car was badly rusted	the body excluding the head and neck and limbs	F
The set of rational numbers , \mathbbQ , is the prototypical [ field ] .	the area that is visible (as through an optical instrument)	F
no one wanted to play [ end ]	either extremity of something that has length	F
she refused to give them her Social Security [ number ]	an item of merchandise offered for sale	F
he has a smooth [ line ] but I did n't fall for it	a telephone connection	F
good [ extension ] comes from a combination of training and native ability	act of expanding in scope; making more widely available	F
they began to fight like [ fun ]	a disposition to find (or make) causes for amusement	F
they used the elephants to help put up the [ circus ]	a travelling company of entertainers; including trained animals	F
Give him a [ hand ] .	a hired laborer on a farm or ranch	F
his faith was all the [ support ] he needed	aiding the cause or policy or interests of	F
the ship made its [ run ] in record time	a row of unravelled stitches	F
his sour [ breath ] offended her	the process of taking in and expelling air during breathing	F
the battle began with a cavalry [ charge ]	an assertion that someone is guilty of a fault or offence	F
The [ connection ] between overeating and obesity	a relation between things or events (as in the case of one causing the other or sharing features with it)	F
the children acted out a comic [ piece ] to amuse the guests	a work of art of some artistic value	F
The political [ left ] is not holding enough power .	the hand that is on the left side of the body	F
The [ fringe ] of a picture	one of the light or dark bands produced by the interference and diffraction of light	F
My library [ subscription ] is about to expire .	the act of signing your name; writing your signature (as on a document)	F
he got several girls in [ trouble ]	a source of difficulty	F
a sample for ten days free [ trial ]	the act of undergoing testing	F
John 's [ attendance ] for the conventions was not good .	the number of people that are present	F
an [ estimate ] of what it would cost	a judgment of the qualities of something or somebody	F
candidates must compete in a [ trial ] of skill	(sports) a preliminary competition to determine qualifications	F
Tap the [ head ] of the drum for this roll .	oral stimulation of the genitals	F
the [ play ] lasted two hours	an attempt to get something	F
but there is always the famous [ example ] of the Smiths	a representative form or pattern	F
he could hardly conceal his [ excitement ] when she agreed	the state of being emotionally aroused and worked up	F
a [ point ] of information	any of 32 horizontal directions indicated on the card of a compass	F
booze will be the [ finish ] of him	a highly developed state of perfection; having a flawless or impeccable quality; ; ; --Joseph Conrad	F
he 's a master of the business [ deal ]	the type of treatment received (especially as the result of an agreement)	F
he opened the window a [ crack ]	a usually brief attempt	F
the children were playing with [ lead ] soldiers	evidence pointing to a possible solution	F
American [ industry ] is making increased use of computers to control production	persevering determination to perform a task	F
one [ foot ] of the chair was on the carpet	the part of the leg of a human being below the ankle joint	F
the [ cut ] from the accident scene to the hospital seemed too abrupt	a share of the profits	F
she wiped lipstick from her [ mouth ]	the opening of a jar or bottle	F
he bought a hot dog and a coke at the [ bar ]	a submerged (or partly submerged) ridge in a river or along a shore	F
the track [ bed ] had washed away	a depression forming the ground under a body of water	F
the [ strength ] of the company 's stock in recent weeks	physical energy or intensity	F
10.5 ( " ten [ point ] five " ; = ten and a half )	sharp end	F
the reflex [ motion ] of his eyebrows revealed his surprise	a formal proposal for action made to a deliberative assembly for discussion and vote	F
here we enter the [ region ] of opinion	the extended spatial location of something	F
he earned his [ degree ] at Princeton summa cum laude	a unit of temperature on a specified scale	F
the [ back ] of the dental chair was adjustable	the part of something that is furthest from the normal viewer	F
I need to get a good [ rest ] tonight ; I was up late last night .	a support on which things can be put	F
it was replaced because of its [ age ]	a prolonged period of time	F
the [ head ] of the hammer	the upper part of the human body or the front part of the body in animals; contains the face and brains	F
The sequence of reciprocals has zero as its [ limit ] .	the greatest possible degree of something	F
he walked to [ school ] every morning	a large group of fish	F
they were soon out of [ view ]	a way of regarding situations or topics etc.	F
the plane 's [ operation ] in high winds	a business especially one run on a large scale	F
only the [ top ] side of the box was painted	the greatest possible intensity	F
he suffered from fatigue and emotional [ tension ]	the action of stretching something tight	F
she used a different [ color ] for the trim	(physics) the characteristic of quarks that determines their role in the strong interaction	F
his voice had an [ edge ] to it	the outside limit of an object or area or surface; a place farthest away from the center of something	F
The [ conflict ] between the government and the rebels began three years ago .	an incompatibility of dates or events	F
all of human [ history ]	all that is remembered of the past as preserved in writing; a body of knowledge	F
The club that is now mostly used for golf was once a common [ weapon ] .	a means of persuading or arguing	F
we congratulated him on his [ performance ] at the rehearsal	a dramatic or musical entertainment	F
he is the beneficiary of a generous [ trust ] set up by his father	a trustful relationship	F
he cashed a check at the [ bank ]	the funds held by a gambling house or the dealer in some gambling games	F
the [ course ] was less than a mile	education imparted in a series of lessons or meetings	F
I heard a [ splash ] when the rock landed in the pond .	a prominent or sensational but short-lived news event	F
They took a firm [ stand ] against copyright infringement .	a growth of similar plants (usually trees) in a particular area	F
the [ figure ] was about a thousand	a predetermined set of movements in dancing or skating	F
a [ head ] of cauliflower	an individual person	F
they claimed that they had been in [ contact ] with extraterrestrial beings	(electronics) a junction where things (as two electrical conductors) touch or are in physical contact	F
It was written off as a [ loss ] .	the act of losing someone or something	F
[ inwardness ] is what an Englishman quite simply has , painlessly , as a birthright	preoccupation with what concerns human inner nature (especially ethical or ideological values); - H.R.Finch	F
after that failure he lost his [ confidence ]	a secret that is confided or entrusted to another	F
they kept a firm [ grip ] on the two top priorities	the appendage to an object that is designed to be held in order to use or move it	F
the oceans are teeming with [ life ]	the condition of living or the state of being alive	F
IBM received an [ order ] for a hundred computers	a condition of regular or proper arrangement	F
it was a nice [ piece ] of work	a portion of a natural object	F
orders have recently picked up after a period of extreme [ softness ]	the trait of being effeminate (derogatory of a man)	F
A keen musical [ sense ]	the meaning of a word or expression; the way in which a word or expression or situation can be interpreted	F
the [ order ] of Saint Benedict	a degree in a continuum of size or quantity	F
the [ ball ] was already emptying out before the fire alarm sounded	round object that is hit or thrown or kicked in games	F
The storm did a lot of [ damage ] to the area .	the amount of money needed to purchase something	F
a [ thing ] of the spirit	an event	F
Put the batteries in the [ charger ] overnight so we can use them tomorrow .	formerly a strong swift horse ridden into battle	F
he studied the [ score ] of the sonata	a set of twenty members	F
the author gives a depressing [ picture ] of life in Poland	a clear and telling mental image	F
the familiar [ conflict ] between Republicans and Democrats	a state of opposition between persons or ideas or interests	F
The office is in the [ gift ] of the President .	natural abilities or qualities	F
they tried to stop the [ escape ] of gas from the damaged pipe	the act of escaping physically	F
" when bending the elbow the biceps are the [ agonist ] "	(biochemistry) a drug that can combine with a receptor on a cell to produce a physiological reaction	F
The harmonic [ series ] has been much studied .	similar things placed in order or happening one after another	F
it brought the scandal to [ light ]	the visual effect of illumination on objects or scenes as created in pictures	F
We are enjoying a long [ engagement ] , but have n't yet set a date .	the act of sharing in the activities of a group	F
The [ face ] of this company .	a contorted facial expression	F
he had a fair [ trial ] and the jury found him guilty	(sports) a preliminary competition to determine qualifications	F
it is always a [ job ] to contact him	a specific piece of work required to be done as a duty or for a specific fee	F
it was a miracle that he survived the [ drop ] from that height	a sudden sharp decrease in some quantity	F
there was a [ connection ] via the internet	(usually plural) a person who is influential and to whom you are connected in some way (as by family or friendship)	F
he put the lamp back in its [ place ]	an abstract mental location	F
We used a [ poison ] to kill the weeds .	anything that harms or destroys	F
it was a mountainous [ area ]	a particular environment or walk of life	F
Magnolias belong to the [ division ] Magnoliophyta .	one of the portions into which something is regarded as divided and which together constitute a whole	F
sculpture is a [ form ] of art	a printed document with spaces in which to write	F
although he saw it in a different [ light ] , he still did not understand	a device for lighting or igniting fuel or charges or fires	F
A rugged [ complexion ] ;    a sunburnt complexion	a point of view or general attitude or inclination	F
litmus paper turns red on [ contact ] with an acid	(electronics) a junction where things (as two electrical conductors) touch or are in physical contact	F
he attributed the [ change ] to their marriage	money received in return for its equivalent in a larger denomination or a different currency	F
they are expecting a large [ vote ]	a choice that is made by counting the number of people in favor of each alternative	F
his victory is a [ certainty ]	the state of being certain	F
he dropped the logs on the [ ground ]	a position to be won or defended in battle (or as if in battle)	F
a lonely [ way ] of life	space for movement	F
peeling potatoes is a [ drag ]	clothing that is conventionally worn by the opposite sex (especially women's clothing when worn by a man)	F
he made a [ scene ]	a subdivision of an act of a play	F
The [ path ] of a meteor , of a caravan , or of a storm	a course of conduct	F
city kids get to see the country at a summer [ camp ]	something that is considered amusing not because of its originality but because of its unoriginality	F
a [ section ] of a fishing rod	a specialized division of a large organization	F
his stories made him the [ center ] of the party	the middle of a military or naval formation	F
Our shop was on the fourth [ story ] of the building , so we had to install an elevator .	a record or narrative description of past events	F
[ war ] was declared in November but actual fighting did not begin until the following spring	a concerted campaign to end something that is injurious	F
his [ treatment ] of the race question is badly biased	care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	F
they built a fire at the [ mouth ] of the cave	the opening through which food is taken in and vocalizations emerge	F
Every man is a fool in some man 's [ opinion ] .	a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof	F
he made trade [ protection ] a plank in the party platform	defense against financial failure; financial independence	F
Syngman Rhee kept imprisoned the Dowager Queen Yun Empress Sunjeong of the Korean Empire for fear of the [ respect ] the people held for her .	courteous regard for people's feelings	F
he drew a [ heart ] and called it a valentine	an inclination or tendency of a certain kind	F
he was a [ bull ] of a man	obscene words for unacceptable behavior	F
it is still my [ play ]	a dramatic work intended for performance by actors on a stage	F
during his first year in [ office ]	place of business where professional or clerical duties are performed	F
follow God 's [ light ]	a person regarded very fondly	F
the rifle had been fitted with a special [ stock ]	liquid in which meat and vegetables are simmered; used as a basis for e.g. soups or sauces	F
the government 's weekly [ bite ] from my paycheck	a painful wound caused by the thrust of an insect's stinger into skin	F
she knotted the [ end ] of the thread	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	F
there are three synagogues in the Jewish [ section ]	a specialized division of a large organization	F
he made it the law of the [ land ]	agriculture considered as an occupation or way of life	F
[ tension ] holds the belt in the pulleys	(physics) a stress that produces an elongation of an elastic physical body	F
his [ drive ] and energy exhausted his co - workers	a wide scenic road planted with trees	F
The computer weather [ model ] did not correctly predict the path of the hurricane .	something to be imitated	F
after two raises there was a [ call ]	a visit in an official or professional capacity	F
he said that architecture is the [ art ] of wasting space beautifully	a superior skill that you can learn by study and practice and observation	F
you must wait in a long [ line ] at the checkout counter	persuasive but insincere talk that is usually intended to deceive or impress	F
he was unable to make his motion because he could n't get [ recognition ] by the chairman	coming to understand something clearly and distinctly	F
he built himself a cabin in a [ hollow ] high up in the Appalachians	a cavity or space in something	F
the [ despite ] in which outsiders were held is legendary	contemptuous disregard	F
at that [ point ] I had to leave	a very small circular shape	F
he drank a [ mixture ] of beer and lemonade	an event that combines things in a mixture	F
An [ advance ] in health or knowledge	a tentative suggestion designed to elicit the reactions of others	F
his [ love ] for his work	a score of zero in tennis or squash	F
used her parents ' [ influence ] to get the job	one having power to influence another	F
he gave [ notice ] two months before he moved	the act of noticing or paying attention	F
the [ howl ] of the wind made him restless	a long loud emotional utterance	F
a component or constituent [ element ] of a system	the situation in which you are happiest and most effective	F
[ corruption ] of a minor	moral perversion; impairment of virtue and moral principles	F
a high [ liver ]	liver of an animal used as meat	F
they got a bad connection and could hardly hear one another over the [ background ] signals	the part of a scene (or picture) that lies behind objects in the foreground	F
Let 's get a [ quotation ] for repairing the roof before we decide whether it 's worth doing .	the practice of quoting from books or plays etc.	F
he has a happy [ disposition ]	an attitude of mind especially one that favors one alternative over others	F
they sailed south around the [ point ]	a very small circular shape	F
it was [ stuff ] I had heard before	miscellaneous unspecified objects	F
A mother 's [ love ] is not easily shaken .	any object of warm affection or devotion	F
the [ addition ] of a leap day every four years	a component that is added to something to improve it	F
a girl 's [ education ] was less important than a boy 's	the activities of educating or instructing; activities that impart knowledge or skill	F
put the kettle on the [ fire ]	the process of combustion of inflammable materials producing heat and light and (often) smoke	F
the chef tasted the sauce with great [ satisfaction ]	act of fulfilling a desire or need or appetite	F
events now in [ process ]	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents	F
the [ addition ] of cinnamon improved the flavor	something added to what you already have	F
for the [ sake ] of argument	a reason for wanting something done	F
While we 're in Brighton , let 's get a stick of [ rock ] !	a lump or mass of hard consolidated mineral matter	F
the fire spared the forest [ floor ]	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)	F
Mankind should develop [ reason ] above all other virtues .	a rational motive for a belief or action	F
he ate a large [ bag ] of popcorn	a portable rectangular container for carrying clothes	F
subjects received a small electric [ shock ] when they made the wrong response	an unpleasant or disappointing surprise	F
the child won everyone 's [ heart ]	the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body	F
they saw the [ light ] of the beacon	any device serving as a source of illumination	F
whole fields of wheat in [ shock ]	an unpleasant or disappointing surprise	F
he lost his [ place ] on the page	an abstract mental location	F
I 'd like a big [ bit ] of cake , please .	a unit of measurement of information (from binary + digit); the amount of information in a system having two equiprobable states	F
the [ passing ] of winter	success in satisfying a test or requirement	F
they were at the [ head ] of the attack	the rounded end of a bone that fits into a rounded cavity in another bone to form a joint	F
he went through [ fire ] and damnation	a fireplace in which a relatively small fire is burning	F
he finally saw the [ light ]	an illuminated area	F
they proposed a new [ direction ] for the firm	the spatial relation between something and the course along which it points or moves	F
he has a special [ place ] in my thoughts	where you live at a particular time	F
what was the date of [ submission ] of your proposal ?	the condition of having submitted to control by someone or something else	F
it was his [ rule ] to take a walk before breakfast	directions that define the way a game or sport is to be conducted	F
it was a heavy play and the actors tried in vain to give [ life ] to it	an account of the series of events making up a person's life	F
dogs should be kept under [ restraint ]	a rule or condition that limits freedom	F
His claim to the property has come under [ question ] .	the subject matter at issue	F
the defensive line braced to stop the [ run ]	an unbroken chronological sequence	F
Pittsburgh is the [ source ] of the Ohio River	a publication (or a passage from a publication) that is referred to	F
the pictures were at the same [ level ]	a flat surface at right angles to a plumb line	F
it is a job requiring serious [ application ]	a verbal or written request for assistance or employment or admission to a school	F
he was responsible for the [ beginning ] of negotiations	the event consisting of the start of something	F
we have given it at the [ end ] of the section since it involves the calculus	a final state	F
The children were playing [ ball ] in the garden .	a spherical object used as a plaything	F
out of [ respect ] for his privacy	an attitude of admiration or esteem	F
there was a [ grain ] of truth in what he said	foodstuff prepared from the starchy grains of cereal grasses	F
New York is at the [ mouth ] of the Hudson	the opening of a jar or bottle	F
the controversy brought clearly into [ focus ] an important difference of opinion	the concentration of attention or energy on something	F
the [ base ] of the lamp	(anatomy) the part of an organ nearest its point of attachment	F
He was mistreated while in police [ custody ] .	holding by the police	F
the main [ point ] on the agenda was taken up first	the object of an activity	F
the plane went into a steep [ bank ]	a long ridge or pile	F
the saw buckled when it hit a [ knot ]	a tight cluster of people or things	F
they will cut round [ stock ] to 1-inch diameter	the reputation and popularity a person has	F
he lost all [ feeling ] in his arm	the experiencing of affective and emotional states	F
the patient developed severe [ pain ] and distension	a bothersome annoying person	F
there is strength in [ union ]	a set containing all and only the members of two or more given sets	F
Pat and Leslie 's [ marriage ] to each other lasted forty years .	the state of being a married couple voluntarily joined for life (or until divorce)	F
What is the [ meaning ] of this proverb ?	the message that is intended or expressed or signified	F
Stop running all over the field and play your [ position ] !	the relative position or standing of things or especially persons in a society	F
There 's a $ 15 [ cover ] tonight .	fire that makes it difficult for the enemy to fire on your own individuals or formations	F
Her [ fringe ] is so long it covers her eyes .	one of the light or dark bands produced by the interference and diffraction of light	F
they run things by the [ book ] around here	a written work or composition that has been published (printed on pages bound together)	F
the gun was steadied on a special [ rest ]	a state of inaction	F
the resolution of one dissonance is often the [ preparation ] for another dissonance	the activity of putting or setting in order in advance of some act or purpose	F
he did n't miss a single day of [ school ]	a building where young people receive education	F
the [ return ] of spring	the income or profit arising from such transactions as the sale of land or other property	F
Bob Dylan occupied the top [ slot ] for several weeks	a small slit (as for inserting a coin or depositing mail)	F
The organism has reached a crucial stage in its [ development ] .	a district that has been developed to serve some purpose	F
A salamander darted out of an [ opening ] in the rocks .	the first performance (as of a theatrical production)	F
I saw through his little [ game ] from the start	a contest with rules to determine a winner	F
he spent hours looking for the [ source ] of that quotation	a person who supplies information	F
The [ heart ] and soul of any democracy is its electorate .	the courage to carry on	F
I have known him all his [ life ]	an account of the series of events making up a person's life	F
he got in [ touch ] with his colleagues	a distinguishing style	F
As he spoke , the knight - errant , who had remounted his [ warhorse ] , galloped forward to the royal stand , with a silken kerchief bound round his wounded arm . — Arthur Conan Doyle , The White Company , Chapter 26 .	an experienced person who has been through many battles; someone who has given long service	F
his [ claim ] on her attentions	an assertion that something is true or factual	F
murder in the second [ degree ]	a measure for arcs and angles	F
he finally got his big [ break ]	an act of delaying or interrupting the continuity	F
I paid with a twenty and pocketed the [ change ]	an event that occurs when something passes from one state or phase to another	F
the facts had been brought to the [ surface ]	the outermost level of the land or sea	F
My jacket needs a [ wash ] .	any enterprise in which losses and gains cancel out	F
it was several days after the storm before they could repair the [ washout ] and open the road	the erosive process of washing away soil or gravel by water (as from a roadway)	F
he was at the [ head ] of the column	oral stimulation of the genitals	F
physicists study both the nature of [ matter ] and the forces which govern it	written works (especially in books or magazines)	F
the [ lap ] of the shingles should be at least ten inches	touching with the tongue	F
they made a [ stopover ] to visit their friends	a stopping place on a journey	F
he wanted a [ shot ] at the champion	a blow hard enough to cause injury	F
he followed the deer 's [ slot ] over the soft turf to the edge of the trees	(computer) a socket in a microcomputer that will accept a plug-in circuit board	F
this is a nice [ place ] for a picnic	an abstract mental location	F
he was numb with [ shock ]	a mechanical damper; absorbs energy of sudden impulses	F
he was fighting to his last [ breath ]	an indirect suggestion	F
he was admitted to the [ bar ] in New Jersey	(meteorology) a unit of pressure equal to a million dynes per square centimeter	F
a [ bit ] of lint	piece of metal held in horse's mouth by reins and used to control the horse while riding	F
Would you like to come round on Sunday for a [ spot ] of lunch ?	a small contrasting part of something	F
he lived on a worldly [ plane ]	(mathematics) an unbounded two-dimensional shape	F
a [ ceremony ] commemorating Pearl Harbor	any activity that is performed in an especially solemn elaborate or formal way	F
How do you sleep at [ night ] when you attack your kids like that ! ?	darkness	F
she had a [ habit ] twirling the ends of her hair	the general form or mode of growth (especially of a plant or crystal)	F
it 's only a [ step ] to the drugstore	a musical interval of two semitones	F
He comes from a [ place ] near Chicago	the passage that is being read	F
a growing [ realization ] of the risk involved	something that is made real or concrete	F
he paused on the bottom [ step ]	the act of changing location by raising the foot and setting it down	F
she retained that bold [ effect ] in her reproductions of the original painting	an impression (especially one that is artificial or contrived)	F
their [ love ] left them indifferent to their surroundings	sexual activities (often including sexual intercourse) between two people	F
The farmer 's [ field ] was a civil war battleground , and relics such a minnie bullets were frequently found while plowing .	the area that is visible (as through an optical instrument)	F
I have [ faith ] in the goodness of my fellow man .	loyalty or allegiance to a cause or a person	F
I am a British [ subject ] .	something (a person or object or scene) selected by an artist or photographer for graphic representation	F
the alkaline [ inclination ] of the local waters	that toward which you are inclined to feel a liking	F
The [ emission ] of heat from a fire	a substance that is emitted or released	F
in the abdominal [ region ]	a large indefinite location on the surface of the Earth	F
his [ threat ] to kill me was quite explicit	something that is a source of danger	F
he took the family for a [ drive ] in his new car	a mechanism by which force or power is transmitted in a machine	F
He went to Las Vegas and spent all his money over a three - day [ run ] .	a small stream	F
he built the house on [ land ] leased from the city	a politically organized body of people under a single government	F
on his [ return ] from Australia we gave him a welcoming party	the income or profit arising from such transactions as the sale of land or other property	F
[ loss ] of livestock left the rancher bankrupt	gradual decline in amount or activity	F
he ducked under the [ nose ] of the gun	the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals	F
moved from third to fifth [ position ]	the arrangement of the body and its limbs	F
the horse was not accustomed to a [ bit ]	an indefinitely short time	F
After careful [ reflection ] , I have decided not to vote for that proposition .	the image of something as reflected by a mirror (or other reflective material)	F
there was an informal [ meeting ] in my living room	the social act of assembling for some common purpose	F
I wanted to create an [ impression ] of success	the act of pressing one thing on or into the surface of another	F
he knocked lightly on the closed door of the [ study ]	someone who memorizes quickly and easily (as the lines for a part in a play)	F
the broadcast reached an [ audience ] of millions	a conference (usually with someone important)	F
he had a [ number ] of chores to do	a short theatrical performance that is part of a longer program	F
he used a large [ book ] as a doorstop	a major division of a long written composition	F
the events left a permanent [ impression ] in his mind	a concavity in a surface produced by pressing	F
he 's not in my [ line ] of business	a connected series of events or actions or developments	F
The lioness was a [ mother ] of four cubs .	a condition that is the inspiration for an activity or situation	F
This is a [ product ] of lime and nitric acid .	a consequence of someone's efforts or of a particular set of circumstances	F
it made a [ dent ] in my bank account	a depression scratched or carved into a surface	F
he missed the [ point ] of the joke	a V shape	F
his resentment took the [ form ] of extreme hostility	a perceptual structure	F
I knew his name perfectly well but I had a temporary [ block ]	a solid piece of something (usually having flat rectangular sides)	F
write your name in the [ space ] provided	the interval between two times	F
then we embarked on the second [ stage ] of our Caribbean cruise	a large coach-and-four formerly used to carry passengers and mail on regular routes between towns	F
a good [ lead ] for a job	a position of leadership (especially in the phrase `take the lead')	F
they agreed about the [ difficulty ] of the climb	an effort that is inconvenient	F
his [ title ] to fame	a legal document signed and sealed and delivered to effect a transfer of property and to show the legal right to possess it	F
a [ lot ] of money	a parcel of land having fixed boundaries	F
a [ branch ] of Congress	a part of a forked or branching shape	F
the [ dog ] barked all night	metal supports for logs in a fireplace	F
he longed for the [ touch ] of her hand	a distinguishing style	F
the [ luck ] of the Irish	an unknown and unpredictable phenomenon that leads to a favorable outcome	F
the climate had the [ softness ] of the south of France	a disposition to be lenient in judging others	F
[ art ] does not need to be innovative to be good	a superior skill that you can learn by study and practice and observation	F
The ship changed its [ course ] 15 degrees towards south .	general line of orientation	F
they called for artillery [ support ]	the financial means whereby one lives	F
the [ lead ] was in the dummy	evidence pointing to a possible solution	F
Brigitte Bardot was a renowned [ beauty ] .	an outstanding example of its kind	F
from the window he could catch a [ glimpse ] of the lake	a quick look	F
I summoned the waiter , paid the [ check ] , and hurried to leave .	the act of inspecting or verifying	F
the [ cover ] concealed their guns from enemy aircraft	a natural object that covers or envelops	F
Your mother is a right [ pain ] .	a somatic sensation of acute discomfort	F
he took a [ drag ] on his cigarette and expelled the smoke slowly	clothing that is conventionally worn by the opposite sex (especially women's clothing when worn by a man)	F
We looked through the [ glass ] to see stars .	the quantity a glass will hold	F
he determined the [ length ] of the shortest line segment joining the two points	a section of something that is long and narrow	F
the [ party ] of the first part	an organization to gain political power	F
I took over his [ practice ] when he retired	knowledge of how something is usually done	F
he 's out of my [ orbit ]	an area in which something acts or operates or has power or control:	F
That engineer is a [ credit ] to the team .	recognition by a college or university that a course of studies has been successfully completed; typically measured in semester hours	F
the [ devotion ] of his time and wealth to science	feelings of ardent love	F
My cat often sleeps on my [ bed ] .	a stratum of ore or coal thick enough to be mined with profit	F
in your [ heart ] you know it is true	the courage to carry on	F
He ran to [ safety ]	a device designed to prevent injury or accidents	F
there was a [ break ] in the action when a player was hurt	(tennis) a score consisting of winning a game when your opponent was serving	F
an early movie simply showed a long kiss by two actors of the contemporary [ stage ]	a large coach-and-four formerly used to carry passengers and mail on regular routes between towns	F
the [ movement ] of cargo onto the vessel	a euphemism for defecation	F
He drew a [ line ] on the chart	a slight depression in the smoothness of a surface	F
the [ wall ] followed the road	(anatomy) a layer (a lining or membrane) that encloses a structure	F
in England they call a [ period ] a stop	an amount of time	F
he just did it for [ effect ]	(of a law) having legal validity	F
Magnolias belong to the [ order ] Magnoliales .	a degree in a continuum of size or quantity	F
The [ roll ] of a ball	rotary motion of an object around its own axis	F
If your dick has " the drip " you probably have the [ clap ] and need to go to the sex clinic .	a sudden very loud noise	F
one of the tires developed a [ leak ]	unauthorized (especially deliberate) disclosure of confidential information	F
every dog has his [ day ]	the recurring hours when you are not sleeping (especially those when you are working)	F
he examined the child 's head for [ vermin ]	an irritating or obnoxious person	F
increased expenses put a [ squeeze ] on profits	the act of forcing yourself (or being forced) into or through a restricted space	F
the astronauts walked in outer [ space ] without a tether	an empty area (usually bounded in some way between things)	F
I wish I had seen the look on his [ face ] when he got the news	a part of a person that is used to refer to a person	F
he deserves his [ day ] in court	an era of existence or influence	F
there as a [ trail ] of blood	evidence pointing to a possible solution	F
[ contact ] with the pier scraped paint from the hull	a communicative interaction	F
he threw away the [ rest ]	a state of inaction	F
He showed me the river of living [ water ] , sparkling like crystal , flowing from the throne of God .	a liquid necessary for the life of most animals and plants	F
she enjoyed her brief [ taste ] of independence	the faculty of distinguishing sweet, sour, bitter, and salty properties in the mouth	F
he appointed himself emperor for [ life ]	the condition of living or the state of being alive	F
artists must study the [ structure ] of the human body	the complex composition of knowledge as elements and their combinations	F
the [ control ] condition was inappropriate for the conclusions he wished to draw	a mechanism that controls the operation of a machine	F
an emerging professional [ class ]	education imparted in a series of lessons or meetings	F
he was cut down on a close play at [ third ]	the musical interval between one note and another three notes away from it	F
the catcher made a good [ throw ] to second base	a single chance or instance	F
it is growing rapidly with no [ limitation ] in sight	(law) a time period after which suits cannot be brought	F
the [ break ] in the dam threatened the valley	(tennis) a score consisting of winning a game when your opponent was serving	F
we ca n't do it unless we establish some [ system ] around here	a group of physiologically or anatomically related organs or parts	F
suddenly they were in a [ slack ] and the water was motionless	a noticeable deterioration in performance or quality	F
the hypotenuse of a right triangle is always the longest [ side ]	an extended outer surface of an object	F
halt in the [ name ] of the law	family based on male descent	F
he could no longer cope with the complexities of [ life ]	a characteristic state or mode of living	F
` let me show you my etchings ' is a rather worn [ line ]	a particular kind of product or merchandise	F
Put a [ check ] mark in the box corresponding to the correct answer .	the act of inspecting or verifying	F
The Moon is a natural [ satellite ] of the Earth .	man-made equipment that orbits around the earth or the moon	F
they made a [ check ] of their equipment	a written order directing a bank to pay money	F
a life of luxury and [ ease ]	freedom from difficulty or hardship or effort	F
the Germans were desperately trying to contain the Anzio [ beachhead ]	an initial accomplishment that opens the way for further developments	F
a [ number ] 13 shoe	an item of merchandise offered for sale	F
being in [ office ] already gives a candidate a great advantage	professional or clerical workers in an office	F
they always sat on the right [ side ] of the church	one of two or more contesting groups	F
The [ floor ] of a cave served the refugees as a home .	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)	F
everyone got a [ cut ] of the earnings	the act of shortening something by chopping off the ends	F
