context1	context2	label
what [ price ] glory ?	cost of bribing someone||cost	F
they got an early [ start ]	the act of starting something||change_of_state	F
this project is his [ baby ]	(slang) sometimes used as a term of address for attractive young women||girl miss missy young_lady young_woman fille	F
he gave an inaccurate [ account ] of the plot to kill the president	a formal contractual relationship established to provide for regular banking or brokerage or business services||relationship	F
the [ development ] of Alaskan resources	a district that has been developed to serve some purpose||district territory territorial_dominion dominion	F
he took a [ course ] in basket weaving	part of a meal served at one time||nutriment nourishment nutrition sustenance aliment alimentation victuals	F
there was a [ round ] of applause	a serving to each of a group (usually alcoholic)||helping portion serving	F
The [ court ] is now in session .	an area wholly or partly surrounded by walls or buildings||area	F
The [ volume ] of ticket sales decreased this week .	the property of something that is great in magnitude||magnitude	F
police controlled the [ motion ] of the crowd	a formal proposal for action made to a deliberative assembly for discussion and vote||proposal	F
the essay contained too much [ detail ]	a crew of workers selected for a particular task||gang crew work_party	F
he asked for a poll of public [ opinion ]	a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof||message content subject_matter substance	F
he had a [ bit ] of good luck	piece of metal held in horse's mouth by reins and used to control the horse while riding||stable_gear saddlery tack	F
she brought a [ change ] in her overnight bag	an event that occurs when something passes from one state or phase to another||happening occurrence occurrent natural_event	F
the [ misery ] and wretchedness of those slums is intolerable	a feeling of intense unhappiness||sadness unhappiness	F
a swelling with a [ disposition ] to rupture	an attitude of mind especially one that favors one alternative over others||attitude mental_attitude	F
The house is in [ order ] ; the machinery is out of order .	a commercial document used to request someone to supply something in return for payment and providing specifications and quantities||commercial_document commercial_instrument	F
he had a great [ feeling ] for music	the experiencing of affective and emotional states||state	F
the [ rule ] of St. Dominic	(mathematics) a standard procedure for solving a class of mathematical problems||procedure process	F
his first job in Hollywood was as a [ double ] for Clark Gable	a base hit on which the batter stops safely at second base||base_hit safety	F
the preachers and the bootleggers found they had a [ community ] of interests	a group of nations having common interests||world_organization world_organisation international_organization international_organisation global_organization	F
his back was to the [ wall ]	a layer of material that encloses space||layer bed	F
most BASIC files use the filename [ extension ] .BAS	the most direct or specific meaning of a word or expression; the class of objects that an expression refers to||meaning substance	F
it was an excellent kick but the ball hit the [ bar ]	musical notation for a repeating pattern of musical beats||musical_notation	F
Having experienced both , the vampire decided that he preferred ( un)death to [ life ] .	the period from the present until death||time_period period_of_time period	F
his [ back ] was nicely tanned	the part of a garment that covers the back of your body||cloth_covering	F
a ten day 's [ leave ] to visit his mother	permission to do something||permission	F
it was caused by an improbable [ concatenation ] of circumstances	a series of things depending on each other as if linked together||series	F
I ca n't follow your [ line ] of reasoning	acting in conformity||conformity conformation compliance abidance	F
they could still receive the sound but the [ picture ] was gone	a typical example of some state or quality||typification exemplification	F
there is a [ law ] against kidnapping	the collection of rules imposed by authority||collection aggregation accumulation assemblage	F
her red hat gave her outfit a [ splash ] of color	a prominent or sensational but short-lived news event||disturbance disruption commotion flutter hurly_burly to-do hoo-ha hoo-hah kerfuffle	F
Simply an [ identity ] element if both are true	the individual characteristics by which a thing or person is recognized or known||recognition identification	F
he asked the waiter for the [ check ]	a textile pattern of squares or crossed lines (resembling a checkerboard)||weave	F
fabric with a [ tendency ] to shrink	an attitude of mind especially one that favors one alternative over others||attitude mental_attitude	F
an idea is not a [ unit ] that can be moved from one brain to another	an individual or group or structure or other entity regarded as a structural or functional constituent of a whole||part portion component_part component constituent	F
the characters were well drawn but the [ plot ] was banal	a secret scheme to do something (especially something underhand or illegal)||scheme strategy	F
a five - pound beef [ heart ] will serve six	a plane figure with rounded sides curving inward at the top and intersecting at the bottom; conventionally used on playing cards and valentines||plane_figure two-dimensional_figure	F
I have [ confidence ] in our team	a secret that is confided or entrusted to another||secret	F
he checked the [ point ] on his compass	a very small circular shape||disk disc saucer	F
a novel [ application ] of electronics to medical diagnosis	a program that gives a computer instructions that provide the user with tools to accomplish a task||program programme computer_program computer_programme	F
the general [ term ] of an algebraic equation of the n - th degree	a limited period of time||time_period period_of_time period	F
he gave a final [ set ] to his hat	(mathematics) an abstract collection of numbers or symbols||abstraction abstract_entity	F
they served beer on [ draft ]	a preliminary sketch of a design or picture||sketch study	F
the [ head ] of a comet	the top of something||top	F
he cherished the [ faith ] of a good woman	an institution to express belief in a divine power||institution establishment	F
My Russian [ vocabulary ] is very limited .	a listing of the words used in some enterprise||wordbook	F
the [ end ] of the year	the surface at either extremity of a three-dimensional object||surface	F
The rocky [ coast ] of Maine has few beaches .	the act of moving smoothly along a surface while remaining in contact with it||motion movement move	F
The [ round ] of the seasons ; a round of pleasures	the course along which communications spread||path track course	F
not a [ breath ] of scandal ever touched her	a slight movement of the air||breeze zephyr gentle_wind air	F
The [ trend ] of a coastline ;    the upward trend of stock - market prices	a general tendency to change (as of opinion)||inclination disposition tendency	F
he seemed more content in [ death ] than he had ever been in life	the event of dying or departure from life||change alteration modification	F
hold your [ fire ] until you can see the whites of their eyes	fuel that is burning and is used as a means for cooking||fuel	F
It has become less common to say [ grace ] before having dinner .	(Christian theology) the free and unmerited favor or beneficence of God||beneficence	F
for English , a compositor will ordinarily have two such cases , the upper [ case ] containing the capitals and the lower case containing the small letters	a person requiring professional services||person individual someone somebody mortal soul	F
she had a difficult [ delivery ]	your characteristic style or manner of expressing yourself orally||expressive_style style	F
he had a [ pass ] for three days	one complete cycle of operations (as by a computer)||cycle oscillation	F
My boss dumped a whole [ mess ] of projects on my desk today .	a (large) military dining room where service personnel eat or relax||dining_room dining-room	F
you can lose your [ identity ] when you join the army	the individual characteristics by which a thing or person is recognized or known||recognition identification	F
Be careful when you pet that dog on the [ head ] ; it may bite .	the subject matter at issue||subject topic theme	F
it sounds good but what 's the [ catch ] ?	a cooperative game in which a ball is passed back and forth||game	F
there is a constant [ hum ] of military preparation	a humming noise||noise	F
According to the Bible , the rainbow is a [ token ] of God 's covenant with Noah .	a metal or plastic disk that can be redeemed or used in designated slot machines||disk disc	F
Keep a firm [ hold ] on the handlebars .	a state of being confined (usually for a short time)||confinement	F
her [ death ] came as a terrible shock	the act of killing||killing kill putting_to_death	F
he took a vicious [ cut ] at the ball	a remark capable of wounding mentally||abuse insult revilement contumely vilification	F
he 's in the plumbing [ game ]	(games) the score at a particular point or the score needed to win||score	F
not openly liberal but that is the [ trend ] of the book	a general direction in which something tends to move||direction way	F
Do you know the [ date ] of the wedding ?	a meeting arranged in advance||meeting get_together	F
his heroism saved a [ life ]	an account of the series of events making up a person's life||history account chronicle story	F
[ range ] of motion	a place for shooting (firing or driving) projectiles of various kinds||facility installation	F
she seems to avoid much in the way of [ recognition ] or acknowledgement of feminist work prior to her own	approval||approval commendation	F
the cloth had a pattern of red dots on a white [ surface ]	the outermost level of the land or sea||layer	F
marriage was scarcely his [ dish ]	a particular item of prepared food||nutriment nourishment nutrition sustenance aliment alimentation victuals	F
a [ patch ] of bad weather	a small contrasting part of something||marking	F
the professor did n't like his friends to use his formal [ title ]	the status of being a champion||high_status	F
the power of its engine determines its [ operation ]	a business especially one run on a large scale||business_activity commercial_activity	F
the beer had a large [ head ] of foam	a single domestic animal||domestic_animal domesticated_animal	F
the children were playing [ house ]	a dwelling that serves as living quarters for one or more families||building edifice	F
the [ base ] of the triangle	installation from which a military force initiates operations||military_installation	F
he was elected to a [ seat ] in the Senate	any support where you can sit (especially the part of a chair or bench etc. on which you sit)||support	F
he admired the [ inclusion ] of so many ideas in such a short work	any small intracellular body found within another (characteristic of certain diseases)||body	F
saw the board across the [ grain ]	a relatively small granular particle of a substance||atom molecule particle corpuscle mote speck	F
For our anniversary we went back to the same [ spot ] where we first met .	a small contrasting part of something||marking	F
A good [ title ] to an estate , or an imperfect title	an informal right to something||right	F
his salary was determined by his [ rank ] and seniority	a row or line of people (especially soldiers or police) standing abreast of one another||line	F
I have a [ run ] in my stocking .	the act of running; traveling on foot at a fast pace||locomotion travel	F
He 's packin ' a [ piece ] !	a portion of a natural object||thing	F
there is an [ opening ] in the sales department	an open or empty space in or between things||space	F
I need to rest for a [ piece ]	an item that is an instance of some type||item	F
One of the planet 's moons has a slower [ spin ] than the others .	a short drive in a car||drive ride	F
Why the sad [ face ] ?	the front of the human head from the forehead to the chin and ear to ear||external_body_part	F
the party went with a [ swing ]	a sweeping blow or stroke||blow	F
they were arrayed in [ line ] of battle	a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning||reasoning logical_thinking abstract_thought	F
he broke into a [ run ]	an unbroken chronological sequence||sequence chronological_sequence succession successiveness chronological_succession	F
a friend in New Mexico said that the [ order ] caused no trouble out there	established customary state (especially of society)||state	F
a relief pitcher took over in the [ top ] of the fifth	a garment (especially for women) that extends from the shoulders to the waist or hips||woman's_clothing	F
the fire - light gave a [ richness ] of coloring to that side of the room	abundant wealth||wealth wealthiness	F
the [ union ] of opposing factions	a political unit formed from previously independent people or organizations||political_unit political_entity	F
he got [ life ] for killing the guard	a characteristic state or mode of living||being beingness existence	F
the horse won by a [ neck ]	a narrow part of an artifact that resembles a neck in position or form||part portion	F
if I had my [ way ]	any artifact consisting of a road or path affording passage from one place to another||artifact artefact	F
In this [ reaction ] , the acid and base will neutralize each other , producing a salt .	a bodily process occurring due to the effect of some antecedent stimulus or agent||bodily_process body_process bodily_function activity	F
the [ body ] of the car was badly rusted	the body excluding the head and neck and limbs||body_part	F
The set of rational numbers , \mathbbQ , is the prototypical [ field ] .	the area that is visible (as through an optical instrument)||visual_percept visual_image	F
no one wanted to play [ end ]	either extremity of something that has length||extremity	F
she refused to give them her Social Security [ number ]	an item of merchandise offered for sale||merchandise ware product	F
he has a smooth [ line ] but I did n't fall for it	a telephone connection||connection connexion connector connecter connective	F
good [ extension ] comes from a combination of training and native ability	act of expanding in scope; making more widely available||expansion enlargement	F
they began to fight like [ fun ]	a disposition to find (or make) causes for amusement||frivolity frivolousness	F
they used the elephants to help put up the [ circus ]	a travelling company of entertainers; including trained animals||company troupe	F
Give him a [ hand ] .	a hired laborer on a farm or ranch||laborer manual_laborer labourer jack	F
his faith was all the [ support ] he needed	aiding the cause or policy or interests of||aid assist assistance help	F
the ship made its [ run ] in record time	a row of unravelled stitches||damage harm impairment	F
his sour [ breath ] offended her	the process of taking in and expelling air during breathing||bodily_process body_process bodily_function activity	F
the battle began with a cavalry [ charge ]	an assertion that someone is guilty of a fault or offence||assertion averment asseveration	F
The [ connection ] between overeating and obesity	a relation between things or events (as in the case of one causing the other or sharing features with it)||relation	F
the children acted out a comic [ piece ] to amuse the guests	a work of art of some artistic value||work_of_art	F
The political [ left ] is not holding enough power .	the hand that is on the left side of the body||hand manus mitt paw	F
The [ fringe ] of a picture	one of the light or dark bands produced by the interference and diffraction of light||optical_phenomenon	F
My library [ subscription ] is about to expire .	the act of signing your name; writing your signature (as on a document)||handwriting	F
he got several girls in [ trouble ]	a source of difficulty||difficulty	F
a sample for ten days free [ trial ]	the act of undergoing testing||attempt effort endeavor endeavour try	F
John 's [ attendance ] for the conventions was not good .	the number of people that are present||company	F
an [ estimate ] of what it would cost	a judgment of the qualities of something or somebody||judgment judgement assessment	F
candidates must compete in a [ trial ] of skill	(sports) a preliminary competition to determine qualifications||contest competition	F
Tap the [ head ] of the drum for this roll .	oral stimulation of the genitals||perversion sexual_perversion	F
the [ play ] lasted two hours	an attempt to get something||attempt effort endeavor endeavour try	F
but there is always the famous [ example ] of the Smiths	a representative form or pattern||representation mental_representation internal_representation	F
he could hardly conceal his [ excitement ] when she agreed	the state of being emotionally aroused and worked up||emotional_arousal	F
a [ point ] of information	any of 32 horizontal directions indicated on the card of a compass||direction	F
booze will be the [ finish ] of him	a highly developed state of perfection; having a flawless or impeccable quality; ; ; --Joseph Conrad||perfection flawlessness ne_plus_ultra	F
he 's a master of the business [ deal ]	the type of treatment received (especially as the result of an agreement)||result resultant final_result outcome termination	F
he opened the window a [ crack ]	a usually brief attempt||attempt effort endeavor endeavour try	F
the children were playing with [ lead ] soldiers	evidence pointing to a possible solution||evidence grounds	F
American [ industry ] is making increased use of computers to control production	persevering determination to perform a task||determination purpose	F
one [ foot ] of the chair was on the carpet	the part of the leg of a human being below the ankle joint||vertebrate_foot pedal_extremity	F
the [ cut ] from the accident scene to the hospital seemed too abrupt	a share of the profits||share portion part percentage	F
she wiped lipstick from her [ mouth ]	the opening of a jar or bottle||opening	F
he bought a hot dog and a coke at the [ bar ]	a submerged (or partly submerged) ridge in a river or along a shore||barrier	F
the track [ bed ] had washed away	a depression forming the ground under a body of water||natural_depression depression	F
the [ strength ] of the company 's stock in recent weeks	physical energy or intensity||intensity intensiveness	F
10.5 ( " ten [ point ] five " ; = ten and a half )	sharp end||end terminal	F
the reflex [ motion ] of his eyebrows revealed his surprise	a formal proposal for action made to a deliberative assembly for discussion and vote||proposal	F
here we enter the [ region ] of opinion	the extended spatial location of something||location	F
he earned his [ degree ] at Princeton summa cum laude	a unit of temperature on a specified scale||temperature_unit	F
the [ back ] of the dental chair was adjustable	the part of something that is furthest from the normal viewer||position place	F
I need to get a good [ rest ] tonight ; I was up late last night .	a support on which things can be put||support	F
it was replaced because of its [ age ]	a prolonged period of time||time_period period_of_time period	F
the [ head ] of the hammer	the upper part of the human body or the front part of the body in animals; contains the face and brains||external_body_part	F
The sequence of reciprocals has zero as its [ limit ] .	the greatest possible degree of something||extent	F
he walked to [ school ] every morning	a large group of fish||animal_group	F
they were soon out of [ view ]	a way of regarding situations or topics etc.||orientation	F
the plane 's [ operation ] in high winds	a business especially one run on a large scale||business_activity commercial_activity	F
only the [ top ] side of the box was painted	the greatest possible intensity||intensity intensiveness	F
he suffered from fatigue and emotional [ tension ]	the action of stretching something tight||stretching	F
she used a different [ color ] for the trim	(physics) the characteristic of quarks that determines their role in the strong interaction||kind sort form variety	F
his voice had an [ edge ] to it	the outside limit of an object or area or surface; a place farthest away from the center of something||limit demarcation demarcation_line	F
The [ conflict ] between the government and the rebels began three years ago .	an incompatibility of dates or events||incompatibility	F
all of human [ history ]	all that is remembered of the past as preserved in writing; a body of knowledge||cognition knowledge noesis	F
The club that is now mostly used for golf was once a common [ weapon ] .	a means of persuading or arguing||persuasion suasion	F
we congratulated him on his [ performance ] at the rehearsal	a dramatic or musical entertainment||show	F
he is the beneficiary of a generous [ trust ] set up by his father	a trustful relationship||friendship friendly_relationship	F
he cashed a check at the [ bank ]	the funds held by a gambling house or the dealer in some gambling games||funds finances monetary_resource cash_in_hand pecuniary_resource	F
the [ course ] was less than a mile	education imparted in a series of lessons or meetings||education instruction teaching pedagogy didactics educational_activity	F
I heard a [ splash ] when the rock landed in the pond .	a prominent or sensational but short-lived news event||disturbance disruption commotion flutter hurly_burly to-do hoo-ha hoo-hah kerfuffle	F
They took a firm [ stand ] against copyright infringement .	a growth of similar plants (usually trees) in a particular area||vegetation flora botany	F
the [ figure ] was about a thousand	a predetermined set of movements in dancing or skating||maneuver manoeuvre play	F
a [ head ] of cauliflower	an individual person||individual	F
they claimed that they had been in [ contact ] with extraterrestrial beings	(electronics) a junction where things (as two electrical conductors) touch or are in physical contact||junction conjunction	F
It was written off as a [ loss ] .	the act of losing someone or something||failure	F
[ inwardness ] is what an Englishman quite simply has , painlessly , as a birthright	preoccupation with what concerns human inner nature (especially ethical or ideological values); - H.R.Finch||introversion	F
after that failure he lost his [ confidence ]	a secret that is confided or entrusted to another||secret	F
they kept a firm [ grip ] on the two top priorities	the appendage to an object that is designed to be held in order to use or move it||appendage	F
the oceans are teeming with [ life ]	the condition of living or the state of being alive||being beingness existence	F
IBM received an [ order ] for a hundred computers	a condition of regular or proper arrangement||condition status	F
it was a nice [ piece ] of work	a portion of a natural object||thing	F
orders have recently picked up after a period of extreme [ softness ]	the trait of being effeminate (derogatory of a man)||femininity muliebrity	F
A keen musical [ sense ]	the meaning of a word or expression; the way in which a word or expression or situation can be interpreted||meaning significance signification import	F
the [ order ] of Saint Benedict	a degree in a continuum of size or quantity||magnitude	F
the [ ball ] was already emptying out before the fire alarm sounded	round object that is hit or thrown or kicked in games||game_equipment	F
The storm did a lot of [ damage ] to the area .	the amount of money needed to purchase something||cost	F
a [ thing ] of the spirit	an event||happening occurrence occurrent natural_event	F
Put the batteries in the [ charger ] overnight so we can use them tomorrow .	formerly a strong swift horse ridden into battle||warhorse	F
he studied the [ score ] of the sonata	a set of twenty members||set	F
the author gives a depressing [ picture ] of life in Poland	a clear and telling mental image||image mental_image	F
the familiar [ conflict ] between Republicans and Democrats	a state of opposition between persons or ideas or interests||state	F
The office is in the [ gift ] of the President .	natural abilities or qualities||natural_ability	F
they tried to stop the [ escape ] of gas from the damaged pipe	the act of escaping physically||running_away	F
" when bending the elbow the biceps are the [ agonist ] "	(biochemistry) a drug that can combine with a receptor on a cell to produce a physiological reaction||drug	F
The harmonic [ series ] has been much studied .	similar things placed in order or happening one after another||ordering order ordination	F
it brought the scandal to [ light ]	the visual effect of illumination on objects or scenes as created in pictures||visual_property	F
We are enjoying a long [ engagement ] , but have n't yet set a date .	the act of sharing in the activities of a group||group_action	F
The [ face ] of this company .	a contorted facial expression||facial_expression facial_gesture	F
he had a fair [ trial ] and the jury found him guilty	(sports) a preliminary competition to determine qualifications||contest competition	F
it is always a [ job ] to contact him	a specific piece of work required to be done as a duty or for a specific fee||duty	F
it was a miracle that he survived the [ drop ] from that height	a sudden sharp decrease in some quantity||decrease decrement	F
there was a [ connection ] via the internet	(usually plural) a person who is influential and to whom you are connected in some way (as by family or friendship)||acquaintance friend	F
he put the lamp back in its [ place ]	an abstract mental location||cognition knowledge noesis	F
We used a [ poison ] to kill the weeds .	anything that harms or destroys||destructiveness	F
it was a mountainous [ area ]	a particular environment or walk of life||environment	F
Magnolias belong to the [ division ] Magnoliophyta .	one of the portions into which something is regarded as divided and which together constitute a whole||concept conception construct	F
sculpture is a [ form ] of art	a printed document with spaces in which to write||document written_document papers	F
although he saw it in a different [ light ] , he still did not understand	a device for lighting or igniting fuel or charges or fires||device	F
A rugged [ complexion ] ;    a sunburnt complexion	a point of view or general attitude or inclination||point_of_view viewpoint stand standpoint	F
litmus paper turns red on [ contact ] with an acid	(electronics) a junction where things (as two electrical conductors) touch or are in physical contact||junction conjunction	F
he attributed the [ change ] to their marriage	money received in return for its equivalent in a larger denomination or a different currency||cash hard_cash hard_currency	F
they are expecting a large [ vote ]	a choice that is made by counting the number of people in favor of each alternative||choice selection option pick	F
his victory is a [ certainty ]	the state of being certain||cognitive_state state_of_mind	F
he dropped the logs on the [ ground ]	a position to be won or defended in battle (or as if in battle)||military_position position	F
a lonely [ way ] of life	space for movement||position spatial_relation	F
peeling potatoes is a [ drag ]	clothing that is conventionally worn by the opposite sex (especially women's clothing when worn by a man)||clothing article_of_clothing vesture wear wearable habiliment	F
he made a [ scene ]	a subdivision of an act of a play||dramatic_composition dramatic_work	F
The [ path ] of a meteor , of a caravan , or of a storm	a course of conduct||course course_of_action	F
city kids get to see the country at a summer [ camp ]	something that is considered amusing not because of its originality but because of its unoriginality||triteness staleness	F
a [ section ] of a fishing rod	a specialized division of a large organization||division	F
his stories made him the [ center ] of the party	the middle of a military or naval formation||formation	F
Our shop was on the fourth [ story ] of the building , so we had to install an elevator .	a record or narrative description of past events||record	F
[ war ] was declared in November but actual fighting did not begin until the following spring	a concerted campaign to end something that is injurious||campaign cause crusade drive movement effort	F
his [ treatment ] of the race question is badly biased	care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)||care attention aid tending	F
they built a fire at the [ mouth ] of the cave	the opening through which food is taken in and vocalizations emerge||rima	F
Every man is a fool in some man 's [ opinion ] .	a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof||message content subject_matter substance	F
he made trade [ protection ] a plank in the party platform	defense against financial failure; financial independence||assets	F
Syngman Rhee kept imprisoned the Dowager Queen Yun Empress Sunjeong of the Korean Empire for fear of the [ respect ] the people held for her .	courteous regard for people's feelings||courtesy good_manners	F
he drew a [ heart ] and called it a valentine	an inclination or tendency of a certain kind||disposition temperament	F
he was a [ bull ] of a man	obscene words for unacceptable behavior||bunk bunkum buncombe guff rot hogwash	F
it is still my [ play ]	a dramatic work intended for performance by actors on a stage||dramatic_composition dramatic_work	F
during his first year in [ office ]	place of business where professional or clerical duties are performed||place_of_business business_establishment	F
follow God 's [ light ]	a person regarded very fondly||friend	F
the rifle had been fitted with a special [ stock ]	liquid in which meat and vegetables are simmered; used as a basis for e.g. soups or sauces||soup	F
the government 's weekly [ bite ] from my paycheck	a painful wound caused by the thrust of an insect's stinger into skin||injury hurt harm trauma	F
she knotted the [ end ] of the thread	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it||content cognitive_content mental_object	F
there are three synagogues in the Jewish [ section ]	a specialized division of a large organization||division	F
he made it the law of the [ land ]	agriculture considered as an occupation or way of life||occupation business job line_of_work line	F
[ tension ] holds the belt in the pulleys	(physics) a stress that produces an elongation of an elastic physical body||stress	F
his [ drive ] and energy exhausted his co - workers	a wide scenic road planted with trees||road route	F
The computer weather [ model ] did not correctly predict the path of the hurricane .	something to be imitated||ideal	F
after two raises there was a [ call ]	a visit in an official or professional capacity||visit	F
he said that architecture is the [ art ] of wasting space beautifully	a superior skill that you can learn by study and practice and observation||superior_skill	F
you must wait in a long [ line ] at the checkout counter	persuasive but insincere talk that is usually intended to deceive or impress||persuasion suasion	F
he was unable to make his motion because he could n't get [ recognition ] by the chairman	coming to understand something clearly and distinctly||understanding apprehension discernment savvy	F
he built himself a cabin in a [ hollow ] high up in the Appalachians	a cavity or space in something||cavity enclosed_space	F
the [ despite ] in which outsiders were held is legendary	contemptuous disregard||disregard neglect	F
at that [ point ] I had to leave	a very small circular shape||disk disc saucer	F
he drank a [ mixture ] of beer and lemonade	an event that combines things in a mixture||combining combine	F
An [ advance ] in health or knowledge	a tentative suggestion designed to elicit the reactions of others||suggestion proposition proffer	F
his [ love ] for his work	a score of zero in tennis or squash||score	F
used her parents ' [ influence ] to get the job	one having power to influence another||power force	F
he gave [ notice ] two months before he moved	the act of noticing or paying attention||attention attending	F
the [ howl ] of the wind made him restless	a long loud emotional utterance||utterance vocalization	F
a component or constituent [ element ] of a system	the situation in which you are happiest and most effective||situation state_of_affairs	F
[ corruption ] of a minor	moral perversion; impairment of virtue and moral principles||immorality	F
a high [ liver ]	liver of an animal used as meat||variety_meat organs	F
they got a bad connection and could hardly hear one another over the [ background ] signals	the part of a scene (or picture) that lies behind objects in the foreground||view aspect prospect scene vista panorama	F
Let 's get a [ quotation ] for repairing the roof before we decide whether it 's worth doing .	the practice of quoting from books or plays etc.||practice pattern	F
he has a happy [ disposition ]	an attitude of mind especially one that favors one alternative over others||attitude mental_attitude	F
they sailed south around the [ point ]	a very small circular shape||disk disc saucer	F
it was [ stuff ] I had heard before	miscellaneous unspecified objects||object physical_object	F
A mother 's [ love ] is not easily shaken .	any object of warm affection or devotion||object	F
the [ addition ] of a leap day every four years	a component that is added to something to improve it||component constituent element	F
a girl 's [ education ] was less important than a boy 's	the activities of educating or instructing; activities that impart knowledge or skill||activity	F
put the kettle on the [ fire ]	the process of combustion of inflammable materials producing heat and light and (often) smoke||combustion burning	F
the chef tasted the sauce with great [ satisfaction ]	act of fulfilling a desire or need or appetite||change	F
events now in [ process ]	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents||cognition knowledge noesis	F
the [ addition ] of cinnamon improved the flavor	something added to what you already have||acquisition	F
for the [ sake ] of argument	a reason for wanting something done||benefit welfare	F
While we 're in Brighton , let 's get a stick of [ rock ] !	a lump or mass of hard consolidated mineral matter||natural_object	F
the fire spared the forest [ floor ]	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)||horizontal_surface level	F
Mankind should develop [ reason ] above all other virtues .	a rational motive for a belief or action||rational_motive	F
he ate a large [ bag ] of popcorn	a portable rectangular container for carrying clothes||baggage luggage	F
subjects received a small electric [ shock ] when they made the wrong response	an unpleasant or disappointing surprise||surprise	F
the child won everyone 's [ heart ]	the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body||internal_organ viscus	F
they saw the [ light ] of the beacon	any device serving as a source of illumination||source_of_illumination	F
whole fields of wheat in [ shock ]	an unpleasant or disappointing surprise||surprise	F
he lost his [ place ] on the page	an abstract mental location||cognition knowledge noesis	F
I 'd like a big [ bit ] of cake , please .	a unit of measurement of information (from binary + digit); the amount of information in a system having two equiprobable states||unit_of_measurement unit	F
the [ passing ] of winter	success in satisfying a test or requirement||success	F
they were at the [ head ] of the attack	the rounded end of a bone that fits into a rounded cavity in another bone to form a joint||structure anatomical_structure complex_body_part bodily_structure body_structure	F
he went through [ fire ] and damnation	a fireplace in which a relatively small fire is burning||fireplace hearth open_fireplace	F
he finally saw the [ light ]	an illuminated area||scene	F
they proposed a new [ direction ] for the firm	the spatial relation between something and the course along which it points or moves||position spatial_relation	F
he has a special [ place ] in my thoughts	where you live at a particular time||residence abode	F
what was the date of [ submission ] of your proposal ?	the condition of having submitted to control by someone or something else||condition status	F
it was his [ rule ] to take a walk before breakfast	directions that define the way a game or sport is to be conducted||direction instruction	F
it was a heavy play and the actors tried in vain to give [ life ] to it	an account of the series of events making up a person's life||history account chronicle story	F
dogs should be kept under [ restraint ]	a rule or condition that limits freedom||restriction limitation	F
His claim to the property has come under [ question ] .	the subject matter at issue||subject topic theme	F
the defensive line braced to stop the [ run ]	an unbroken chronological sequence||sequence chronological_sequence succession successiveness chronological_succession	F
Pittsburgh is the [ source ] of the Ohio River	a publication (or a passage from a publication) that is referred to||publication	F
the pictures were at the same [ level ]	a flat surface at right angles to a plumb line||surface	F
it is a job requiring serious [ application ]	a verbal or written request for assistance or employment or admission to a school||request petition postulation	F
he was responsible for the [ beginning ] of negotiations	the event consisting of the start of something||happening occurrence occurrent natural_event	F
we have given it at the [ end ] of the section since it involves the calculus	a final state||state	F
The children were playing [ ball ] in the garden .	a spherical object used as a plaything||plaything toy	F
out of [ respect ] for his privacy	an attitude of admiration or esteem||attitude mental_attitude	F
there was a [ grain ] of truth in what he said	foodstuff prepared from the starchy grains of cereal grasses||foodstuff food_product	F
New York is at the [ mouth ] of the Hudson	the opening of a jar or bottle||opening	F
the controversy brought clearly into [ focus ] an important difference of opinion	the concentration of attention or energy on something||concentration engrossment absorption immersion	F
the [ base ] of the lamp	(anatomy) the part of an organ nearest its point of attachment||bottom	F
He was mistreated while in police [ custody ] .	holding by the police||imprisonment internment	F
the main [ point ] on the agenda was taken up first	the object of an activity||aim object objective target	F
the plane went into a steep [ bank ]	a long ridge or pile||ridge	F
the saw buckled when it hit a [ knot ]	a tight cluster of people or things||bunch clump cluster clustering	F
they will cut round [ stock ] to 1-inch diameter	the reputation and popularity a person has||repute reputation	F
he lost all [ feeling ] in his arm	the experiencing of affective and emotional states||state	F
the patient developed severe [ pain ] and distension	a bothersome annoying person||unpleasant_person disagreeable_person	F
there is strength in [ union ]	a set containing all and only the members of two or more given sets||set	F
Pat and Leslie 's [ marriage ] to each other lasted forty years .	the state of being a married couple voluntarily joined for life (or until divorce)||marital_status	F
What is the [ meaning ] of this proverb ?	the message that is intended or expressed or signified||message content subject_matter substance	F
Stop running all over the field and play your [ position ] !	the relative position or standing of things or especially persons in a society||state	F
There 's a $ 15 [ cover ] tonight .	fire that makes it difficult for the enemy to fire on your own individuals or formations||fire firing	F
Her [ fringe ] is so long it covers her eyes .	one of the light or dark bands produced by the interference and diffraction of light||optical_phenomenon	F
they run things by the [ book ] around here	a written work or composition that has been published (printed on pages bound together)||publication	F
the gun was steadied on a special [ rest ]	a state of inaction||inaction inactivity inactiveness	F
the resolution of one dissonance is often the [ preparation ] for another dissonance	the activity of putting or setting in order in advance of some act or purpose||activity	F
he did n't miss a single day of [ school ]	a building where young people receive education||building edifice	F
the [ return ] of spring	the income or profit arising from such transactions as the sale of land or other property||income	F
